Customer ID,avg_days_between,has_multiple_purchases,Recency,Frequency,Monetary,returns,churn
13211.0,1.7054263565891472,1,105,5,889.1,3,0
13213.0,1.5858585858585859,1,3,4,2044.57,0,0
13214.0,11.0,0,11,7,3264.23,0,1
13217.0,249.0,0,249,1,132.5,0,1
13219.0,212.0,0,212,1,76.23,0,1
13220.0,169.0,0,169,1,516.8,0,1
13222.0,171.0,0,171,1,88.5,0,1
13223.0,34.285714285714285,1,17,4,805.9200000000001,0,1
13225.0,3.25,1,15,9,9796.23,0,1
13230.0,22.0,0,22,13,2353.31,0,0
13233.0,8.53125,1,14,2,571.34,0,1
13234.0,266.0,0,266,2,356.95,0,1
13238.0,10.6,1,24,2,305.9,0,1
13239.0,31.0,0,31,4,1265.1299999999999,1,1
13240.0,1.6901408450704225,1,5,4,850.8,1,0
13241.0,5.0,0,5,1,115.58,0,1
13242.0,10.238095238095237,1,45,4,429.0,0,1
13243.0,1.124223602484472,1,43,4,677.97,0,1
13245.0,26.0,0,26,1,558.72,0,1
13246.0,2.0,0,2,4,1045.8899999999999,0,0
13249.0,21.555555555555557,1,82,5,643.84,0,0
13250.0,2.1578947368421053,1,54,2,256.04,1,1
13252.0,219.0,0,219,1,346.9,3,0
13253.0,7.184210526315789,1,24,2,1920.71,0,1
13255.0,106.0,0,106,1,279.25,0,0
13257.0,30.0,0,30,1,149.75,2,1
13259.0,166.0,0,166,6,827.01,0,0
13262.0,194.0,0,194,1,232.41,0,0
13263.0,0.0,0,0,2,628.63,0,0
13264.0,36.0,0,36,1,722.5600000000001,0,1
13266.0,2.5798319327731094,1,7,7,2300.78,4,0
13267.0,1.9934640522875817,1,16,12,3714.98,11,0
13269.0,2.1223021582733814,1,33,11,2497.13,0,0
13274.0,3.0,0,3,1,360.85,0,1
13275.0,226.0,0,226,1,180.16,0,0
13276.0,1.206896551724138,1,96,2,619.53,1,0
13277.0,6.9,1,64,2,153.5,0,0
13278.0,3.0952380952380953,1,73,2,634.61,1,0
13280.0,2.0186915887850465,1,22,3,1368.6299999999999,1,0
13281.0,33.0,0,33,1,350.85,4,1
13282.0,0.0,0,0,1,181.05,0,1
13283.0,6.0,1,161,2,279.7,0,1
13285.0,194.0,0,194,2,655.47,0,1
13286.0,194.0,0,194,1,734.91,0,1
13287.0,1.9423076923076923,1,197,3,781.59,21,1
13288.0,24.555555555555557,1,37,5,927.61,2,1
13289.0,317.0,0,317,1,307.95,0,1
13290.0,32.0,0,32,1,208.63,2,1
13291.0,8.0,0,8,10,2959.73,0,1
13292.0,4.037037037037037,1,9,3,415.57,1,1
13293.0,2.4423076923076925,1,133,4,857.59,1,0
13294.0,240.0,0,240,1,815.79,0,1
13295.0,4.45945945945946,1,5,2,585.87,7,0
13296.0,3.234042553191489,1,17,5,705.11,0,1
13297.0,1.9833333333333334,1,16,2,1972.77,1,0
13299.0,1.8571428571428572,1,17,2,1076.2,4,1
13300.0,168.0,0,168,1,314.98,1,0
13302.0,120.0,0,120,1,95.45,0,1
13304.0,3.8035714285714284,1,49,3,917.57,9,1
13305.0,1.9619047619047618,1,25,4,1352.05,0,0
13306.0,24.0,0,24,1,53.65,0,1
13307.0,8.0,1,81,2,258.34,0,1
13308.0,190.0,0,190,1,284.86,0,1
13312.0,45.0,0,45,1,124.75,0,1
13313.0,2.361111111111111,1,73,7,1890.0,4,1
13315.0,283.0,0,283,1,310.26,0,1
13316.0,4.48,1,7,4,5897.610000000001,1,0
13317.0,1.975,1,1,11,3120.55,18,0
13319.0,4.0,0,4,28,8486.82,13,0
13320.0,1.0232558139534884,1,28,2,679.4,1,1
13324.0,2.357142857142857,1,22,8,3391.52,5,1
13326.0,26.0,0,26,1,281.76,0,1
13327.0,1.5670103092783505,1,5,11,4675.91,3,0
13329.0,4.026666666666666,1,25,4,3355.17,1,0
13330.0,3.109375,1,49,3,1665.25,0,1
13333.0,4.555555555555555,1,5,3,1015.74,0,1
13334.0,130.0,0,130,2,2726.93,1,1
13337.0,140.0,0,140,1,1575.26,3,1
13338.0,1.4814814814814814,1,135,3,1958.6,13,1
13340.0,2.95,1,11,5,11364.08,0,1
13346.0,26.4,1,56,6,299.4,0,1
13357.0,88.0,0,88,4,3228.41,0,1
13360.0,4.107692307692307,1,25,4,1553.65,7,1
13361.0,4.393939393939394,1,66,2,1450.5,0,1
13362.0,1.0,0,1,2,1563.56,0,0
13363.0,3.0,0,3,1,731.36,0,1
13367.0,25.0,0,25,1,510.20000000000005,0,1
13368.0,8.0,0,8,2,498.1,1,1
13371.0,1.3956043956043955,1,99,2,2297.66,3,1
13373.0,1.592964824120603,1,9,3,4274.94,0,1
13374.0,2.125,1,8,2,422.8,0,1
13375.0,38.0,0,38,1,1013.58,0,1
13377.0,239.0,0,239,1,815.32,3,0
13380.0,26.0,0,26,1,62.4,0,1
13381.0,1.903225806451613,1,35,5,3941.17,4,0
13382.0,4.3,1,22,4,1164.59,0,1
13383.0,137.0,0,137,1,305.28000000000003,0,1
13384.0,42.0,0,42,3,1940.79,4,0
13386.0,8.0,0,8,2,835.46,0,1
13387.0,11.0,0,11,1,189.44,0,1
13388.0,197.0,0,197,1,508.55,0,1
13392.0,271.0,0,271,1,91.14,0,1
13393.0,2.161764705882353,1,177,4,1131.45,4,1
13394.0,1.4103773584905661,1,29,9,3400.58,3,0
13395.0,15.0,0,15,1,512.88,0,0
13397.0,5.0,1,31,5,1647.74,3,1
13398.0,42.0,0,42,1,213.0,0,1
13399.0,3.857142857142857,1,58,3,275.4,0,1
13400.0,176.0,0,176,1,310.83,1,1
13402.0,1.4871794871794872,1,99,2,605.62,0,0
13403.0,317.0,0,317,1,78.6,0,0
13405.0,16.133333333333333,1,75,3,641.36,3,1
13406.0,25.5,1,21,2,568.92,1,1
13407.0,172.0,0,172,3,2244.7,7,1
13408.0,4.0,0,4,39,19997.362,10,0
13410.0,20.428571428571427,1,38,3,982.9,1,0
13412.0,214.0,0,214,1,487.34999999999997,0,1
13413.0,1.0952380952380953,1,233,6,429.44,2,1
13414.0,4.633333333333334,1,57,3,1103.64,2,1
13415.0,2.4757281553398056,1,66,4,800.67,12,1
13416.0,330.0,0,330,1,228.3,0,1
13417.0,2.5208333333333335,1,141,4,1028.66,5,1
13418.0,1.5071090047393365,1,0,11,4854.17,2,0
13421.0,1.5389221556886228,1,0,6,2252.04,2,1
13423.0,22.0,0,22,1,217.03,0,1
13424.0,43.0,0,43,1,572.77,1,1
13425.0,102.0,0,102,2,1779.42,3,1
13426.0,1.896341463414634,1,9,10,3748.08,0,0
13427.0,11.090909090909092,1,71,3,423.93,0,1
13428.0,108.0,0,108,2,281.51,0,1
13431.0,3.0609756097560976,1,0,6,2047.14,1,1
13432.0,165.0,0,165,2,439.1,0,1
13433.0,8.434782608695652,1,95,4,658.3199999999999,1,1
13434.0,10.833333333333334,1,54,2,716.1,0,0
13435.0,94.0,0,94,1,323.85,0,0
13438.0,141.0,0,141,1,46.5,0,1
13439.0,120.0,0,120,1,284.28000000000003,0,0
13440.0,17.0,0,17,7,1295.25,11,1
13441.0,25.0,0,25,1,424.26,0,1
13442.0,1.8918918918918919,1,261,3,419.87,0,1
13443.0,1.1182266009852218,1,42,6,1280.16,1,1
13444.0,100.0,0,100,1,135.29,0,0
13445.0,220.0,0,220,1,241.89999999999998,0,1
13446.0,1.198952879581152,1,24,11,3881.89,22,1
13448.0,32.0,0,32,6,4347.96,2,0
13450.0,2.1846153846153844,1,51,6,1775.78,1,0
13451.0,40.0,0,40,5,3768.36,1,0
13452.0,66.0,0,66,1,139.8,0,1
13454.0,235.0,0,235,1,219.87,0,1
13455.0,4.119402985074627,1,47,4,1154.65,13,0
13457.0,6.0,1,282,2,148.22,2,1
13459.0,218.0,0,218,2,1160.4099999999999,0,1
13461.0,5.5588235294117645,1,1,3,2715.0,2,0
13462.0,5.147540983606557,1,4,4,1002.35,0,1
13464.0,3.389830508474576,1,11,4,1301.82,1,0
13465.0,4.212121212121212,1,40,2,931.12,0,1
13466.0,5.918918918918919,1,2,4,705.45,0,0
13468.0,3.0,0,3,31,6347.07,16,0
13469.0,247.0,0,247,1,82.4,0,1
13472.0,3.3703703703703702,1,57,2,592.24,0,1
13473.0,3.0625,1,168,6,2235.12,1,1
13474.0,37.0,0,37,2,434.2,0,1
13476.0,5.042553191489362,1,0,3,823.0,0,1
13477.0,2.91025641025641,1,49,5,1379.59,0,1
13478.0,1.653225806451613,1,63,5,2215.78,6,1
13479.0,46.0,0,46,2,550.42,4,1
13480.0,6.55,1,10,2,627.82,0,1
13481.0,2.4835164835164836,1,101,5,1575.33,0,0
13482.0,221.0,0,221,1,151.45,0,1
13484.0,233.0,0,233,1,165.78,1,0
13485.0,2.827272727272727,1,17,6,1953.4,4,0
13487.0,16.357142857142858,1,99,2,271.47,0,1
13488.0,1.0857142857142856,1,10,9,4882.65,2,0
13490.0,248.0,0,248,1,154.25,0,1
13491.0,1.8035714285714286,1,16,16,3167.9900000000002,0,0
13495.0,4.5,1,18,4,2198.87,1,0
13497.0,4.105263157894737,1,106,4,818.78,0,0
13498.0,324.0,0,324,1,327.38,0,1
13501.0,1.360655737704918,1,80,2,1544.79,1,1
13502.0,9.428571428571429,1,9,2,488.5,1,1
13503.0,73.0,0,73,5,1688.54,12,1
13506.0,1.0465116279069768,1,9,2,657.8100000000001,0,0
13508.0,236.0,0,236,1,176.07999999999998,0,1
13509.0,101.0,0,101,1,135.0,0,1
13510.0,2.0833333333333335,1,10,6,2309.77,10,0
13511.0,270.0,0,270,1,282.76,1,1
13512.0,6.0,1,74,2,273.96000000000004,0,0
13513.0,7.344827586206897,1,35,2,619.49,2,1
13514.0,15.8125,1,22,3,663.7,0,1
13515.0,12.1875,1,43,2,374.7,0,1
13516.0,11.0,0,11,1,295.85,0,1
13519.0,36.0,0,36,1,220.46,0,1
13520.0,2.8160919540229883,1,70,4,2518.7,5,0
13526.0,332.0,0,332,2,1182.0,10,1
13527.0,1.145922746781116,1,12,5,2396.23,1,1
13530.0,228.0,0,228,1,402.97999999999996,0,1
13531.0,4.5576923076923075,1,92,4,949.27,0,0
13534.0,1.2592592592592593,1,8,9,1612.62,14,0
13537.0,19.0,0,19,2,717.85,0,1
13538.0,4.233333333333333,1,14,4,1106.34,0,0
13539.0,3.5,1,14,4,938.02,1,1
13540.0,6.064516129032258,1,61,3,632.39,0,1
13541.0,15.88888888888889,1,21,2,785.25,2,1
13542.0,19.0,0,19,16,3836.4700000000003,3,0
13543.0,1.1304347826086956,1,228,2,1439.6100000000001,0,1
13544.0,1.3647058823529412,1,5,4,537.59,1,1
13545.0,138.0,0,138,1,124.14,2,0
13546.0,18.0,0,18,1,192.41,0,0
13547.0,2.0,0,2,1,175.53,0,1
13548.0,65.0,0,65,1,226.57999999999998,0,1
13551.0,260.0,0,260,1,152.39999999999998,0,1
13552.0,2.306122448979592,1,22,10,3238.85,7,1
13553.0,268.0,0,268,1,517.8,0,1
13554.0,11.0,0,11,5,1105.29,5,0
13555.0,1.38,1,5,8,4045.58,6,0
13556.0,23.0,0,23,2,200.82,0,1
13557.0,2.1379310344827585,1,9,11,2448.2,2,0
13559.0,30.0,1,106,2,990.0,0,1
13561.0,1.3782051282051282,1,26,8,1293.17,0,0
13562.0,2.05,1,122,4,2277.55,0,0
13564.0,5.0,0,5,32,13654.82,44,0
13565.0,5.0,0,5,1,174.57999999999998,0,1
13566.0,1.0355329949238579,1,28,3,833.41,0,1
13567.0,22.0,0,22,4,1083.69,1,1
13569.0,22.0,0,22,1,238.5,0,0
13571.0,1.1045296167247387,1,3,12,2090.53,0,0
13573.0,13.357142857142858,1,43,2,138.57,0,0
13574.0,5.0,0,5,1,421.25,0,1
13576.0,2.159090909090909,1,37,9,4043.3700000000003,7,0
13577.0,3.8227848101265822,1,15,6,1602.38,4,0
13578.0,3.0,0,3,1,147.66,0,1
13579.0,4.511111111111111,1,49,2,708.25,2,0
13580.0,0.0,0,0,1,107.75,0,1
13581.0,8.0,0,8,1,162.53,0,1
13582.0,211.0,0,211,1,77.5,0,0
13583.0,273.0,0,273,1,664.001,0,1
13584.0,3.0517241379310347,1,92,2,250.05,5,1
13585.0,5.447368421052632,1,124,3,684.54,1,1
13586.0,135.0,0,135,1,131.53,0,1
13587.0,10.19047619047619,1,43,3,961.1,0,1
13589.0,9.433333333333334,1,43,4,741.09,0,1
13590.0,1.1245674740484428,1,3,10,3686.38,3,0
13591.0,6.857142857142857,1,29,4,976.8100000000001,1,1
13593.0,46.0,0,46,8,3030.21,1,0
13594.0,79.0,0,79,1,136.35000000000002,2,1
13595.0,110.0,0,110,3,818.22,0,1
13598.0,2.689655172413793,1,89,4,609.42,0,1
13599.0,2.3106060606060606,1,25,10,4141.1,14,0
13600.0,228.0,0,228,1,298.9,0,1
13601.0,140.0,0,140,1,207.58,0,0
13602.0,4.8076923076923075,1,29,2,458.58000000000004,0,0
13604.0,252.0,0,252,1,717.62,2,1
13605.0,165.0,0,165,1,169.89,0,0
13608.0,134.0,0,134,1,236.2,0,1
13609.0,187.0,0,187,1,167.35,0,1
13610.0,1.5,1,37,6,931.56,1,0
13611.0,2.2016806722689077,1,67,5,1482.16,3,0
13612.0,226.0,0,226,1,818.29,2,1
13613.0,3.5689655172413794,1,46,5,1039.8500000000001,0,1
13614.0,145.0,0,145,1,304.85,0,0
13615.0,10.0,0,10,6,4554.6900000000005,3,0
13616.0,3.388888888888889,1,162,2,288.1,0,1
13617.0,1.3709677419354838,1,2,5,734.57,1,1
13619.0,2.6875,1,138,2,231.69,0,1
13620.0,122.0,0,122,1,112.34,0,1
13622.0,290.0,0,290,1,658.95,2,1
13623.0,1.7745664739884393,1,22,4,1610.14,6,0
13625.0,190.0,0,190,1,301.26,0,1
13627.0,4.222222222222222,1,82,2,607.43,1,1
13628.0,270.0,0,270,1,310.14,0,1
13629.0,9.185185185185185,1,7,8,5578.5,0,1
13632.0,170.0,0,170,2,881.99,2,0
13634.0,1.1261682242990654,1,47,8,3049.43,28,0
13635.0,2.9797979797979797,1,36,3,1928.1299999999999,5,1
13639.0,30.0,0,30,1,312.93,0,1
13640.0,205.0,0,205,1,405.0,0,1
13641.0,2.116279069767442,1,234,5,1016.47,6,1
13642.0,26.0,0,26,3,159.92,1,1
13643.0,7.428571428571429,1,11,5,992.4200000000001,4,0
13647.0,1.7833333333333334,1,88,4,1393.56,0,1
13648.0,3.237623762376238,1,1,7,1715.17,4,0
13649.0,1.1395348837209303,1,70,3,728.51,0,0
13650.0,2.767857142857143,1,120,3,1141.06,10,0
13652.0,2.896103896103896,1,22,2,1166.97,0,0
13653.0,81.0,0,81,1,152.2,0,1
13654.0,2.4923076923076923,1,5,4,2615.47,0,0
13655.0,3.42,1,14,3,1061.06,4,0
13656.0,2.5675675675675675,1,93,2,699.2,3,1
13658.0,1.6272727272727272,1,86,3,2705.53,4,0
13659.0,1.4176470588235295,1,10,10,3321.68,10,1
13661.0,197.0,0,197,1,325.24,0,1
13662.0,3.084507042253521,1,32,6,1148.1,6,0
13663.0,2.8375,1,12,3,1734.29,2,0
13665.0,1.025,1,16,2,1253.3799999999999,0,0
13666.0,52.5,1,14,2,43.25,0,1
13668.0,1.2863436123348018,1,24,12,5832.06,8,0
13669.0,1.0,0,1,1,195.0,0,1
13672.0,324.0,0,324,1,233.53000000000003,0,1
13674.0,26.0,0,26,1,240.68,2,1
13676.0,6.666666666666667,1,133,2,243.9,2,1
13677.0,114.0,0,114,1,273.96,0,0
13679.0,4.918367346938775,1,87,3,281.26,0,1
13680.0,65.0,0,65,8,7713.25,0,1
13683.0,51.0,0,51,1,258.6,0,1
13684.0,1.1153846153846154,1,156,2,396.92,3,0
13687.0,32.0,0,32,1,11880.84,0,1
13688.0,229.0,0,229,1,375.5,0,1
13689.0,38.0,0,38,1,349.5,0,1
13692.0,2.0,0,2,2,1626.08,0,0
13693.0,3.591549295774648,1,68,7,1374.17,2,0
13694.0,21.0,0,21,91,124621.35,16,0
13695.0,171.0,0,171,1,266.6,0,1
13696.0,10.565217391304348,1,15,3,2020.4,1,1
13698.0,2.1794871794871793,1,190,2,465.53000000000003,0,1
13699.0,144.0,0,144,1,455.57,3,1
13700.0,5.6,1,11,3,348.34,4,1
13701.0,40.0,0,40,1,161.0,1,1
13702.0,39.0,0,39,1,135.18,0,1
13703.0,9.0,0,9,1,326.06,36,1
13705.0,4.0,1,36,4,1005.33,0,0
13706.0,220.0,0,220,1,300.38,0,1
13707.0,23.0,0,23,3,2559.45,0,1
13709.0,3.5211267605633805,1,40,5,1263.7,0,1
13710.0,31.333333333333332,1,17,2,329.04,0,1
13711.0,4.038461538461538,1,0,7,1540.2,11,1
13712.0,204.0,0,204,1,537.58,0,1
13713.0,2.1481481481481484,1,2,3,743.26,0,1
13714.0,59.0,0,59,1,161.35,0,1
13715.0,24.0,0,24,11,6095.1,3,0
13717.0,1.3333333333333333,1,51,2,318.29,2,1
13719.0,72.0,0,72,5,1277.94,0,0
13722.0,2.174757281553398,1,14,7,3260.0,0,1
13723.0,4.239130434782608,1,9,4,846.53,0,0
13724.0,231.0,0,231,1,213.01,0,1
13727.0,1.8571428571428572,1,205,6,746.57,1,1
13728.0,3.318681318681319,1,16,9,1635.58,0,0
13729.0,6.5,1,29,3,724.73,5,1
13733.0,11.571428571428571,1,4,2,487.03000000000003,1,1
13734.0,3.4444444444444446,1,102,4,6701.640000000001,2,1
13735.0,120.0,0,120,6,3671.93,12,0
13736.0,19.0,0,19,5,2034.31,8,1
13739.0,121.0,0,121,1,75.3,0,1
13740.0,4.52112676056338,1,9,4,1247.02,0,1
13745.0,140.0,0,140,1,477.32,2,1
13746.0,7.0,0,7,1,176.69,0,1
13747.0,18.0,0,18,1,90.19999999999999,0,0
13748.0,17.77777777777778,1,11,2,580.3,0,0
13750.0,4.391304347826087,1,7,4,1264.2,1,0
13752.0,121.0,0,121,1,404.45000000000005,0,1
13753.0,3.1363636363636362,1,192,3,1353.31,0,1
13754.0,31.0,0,31,1,164.45000000000002,0,1
13756.0,1.689265536723164,1,15,7,2136.82,0,0
13757.0,268.0,0,268,1,195.55,0,1
13758.0,2.1666666666666665,1,18,6,4464.77,6,0
13760.0,1.9333333333333333,1,129,2,674.04,1,0
13761.0,3.0,1,96,4,881.52,0,1
13762.0,3.814814814814815,1,187,4,2165.76,0,1
13763.0,11.0,0,11,2,3502.48,0,0
13764.0,163.0,0,163,3,1431.5,0,1
13765.0,247.0,0,247,1,352.821,0,1
13766.0,89.0,0,89,1,190.35,0,1
13767.0,1.0522875816993464,1,0,26,12760.93,9,0
13768.0,320.0,0,320,2,875.97,10,1
13769.0,2.2158273381294964,1,4,10,2681.61,2,0
13770.0,6.531914893617022,1,16,4,785.37,0,1
13771.0,1.21875,1,127,5,3094.37,0,1
13772.0,106.0,0,106,3,1096.34,0,0
13773.0,253.0,0,253,1,91.4,0,0
13775.0,184.0,0,184,1,1049.66,0,1
13776.0,22.0,0,22,2,623.98,6,1
13777.0,2.345864661654135,1,9,24,17039.3,20,0
13778.0,2.1470588235294117,1,85,3,945.79,1,1
13779.0,109.0,0,109,1,161.13,0,1
13780.0,1.0,0,1,1,375.81,0,1
13781.0,3.282051282051282,1,186,2,650.99,1,1
13782.0,2.1640625,1,47,7,881.72,1,1
13783.0,20.333333333333332,1,81,4,1542.09,0,1
13784.0,1.2727272727272727,1,28,3,447.44,2,1
13785.0,1.0344827586206897,1,22,4,542.49,0,1
13786.0,1.6781609195402298,1,183,4,2253.2400000000002,1,0
13787.0,4.351851851851852,1,52,4,913.46,8,1
13788.0,99.0,0,99,1,3.75,0,1
13792.0,16.0,0,16,1,188.4,0,1
13793.0,240.0,0,240,1,96.0,0,1
13794.0,140.0,0,140,1,126.03,0,1
13795.0,8.125,1,100,2,432.35,0,0
13796.0,93.0,0,93,1,289.7,0,1
13797.0,2.727272727272727,1,30,3,1179.45,2,1
13798.0,12.0,0,12,46,33558.88,102,0
13799.0,2.984848484848485,1,38,7,2114.71,10,1
13800.0,7.846153846153846,1,24,2,1121.24,0,1
13802.0,14.0,0,14,15,19363.77,3,0
13803.0,3.1166666666666667,1,25,2,1061.84,1,1
13804.0,29.0,0,29,2,572.73,0,1
13807.0,9.470588235294118,1,168,2,309.6,2,0
13809.0,54.0,0,54,1,127.05000000000001,0,0
13813.0,2.7945205479452055,1,121,4,1398.61,8,1
13814.0,121.0,0,121,1,678.2,1,1
13815.0,1.441340782122905,1,0,4,3448.38,0,0
13818.0,23.0,0,23,1,61.28,0,1
13819.0,1.0625,1,263,3,1502.0,3,1
13820.0,2.932584269662921,1,12,3,660.65,3,1
13821.0,287.0,0,287,3,692.2,0,0
13823.0,2.35,1,81,4,1929.92,0,0
13824.0,4.294117647058823,1,9,6,1494.72,1,0
13825.0,2.769230769230769,1,215,2,255.59,0,1
13829.0,15.0,0,15,1,102.0,0,1
13830.0,175.0,0,175,1,156.85000000000002,2,1
13831.0,2.7454545454545456,1,15,12,4412.59,2,0
13832.0,16.0,0,16,1,561.49,0,1
13834.0,6.133333333333334,1,170,2,324.19,5,1
13835.0,8.333333333333334,1,113,3,260.7,2,1
13836.0,8.0,0,8,1,320.87,2,0
13838.0,19.0,0,19,6,1036.25,0,0
13839.0,80.0,0,80,1,139.95000000000002,0,1
13840.0,10.0,0,10,1,651.4,0,1
13842.0,1.8984375,1,9,9,1933.72,3,0
13847.0,313.0,0,313,1,310.72,0,1
13848.0,80.5,1,0,5,1760.0,0,0
13849.0,2.159090909090909,1,28,2,1426.81,1,0
13851.0,13.166666666666666,1,35,3,566.0,0,0
13852.0,204.0,0,204,1,187.35000000000002,2,1
13854.0,4.633333333333334,1,11,12,3368.81,2,0
13855.0,3.1666666666666665,1,94,4,1310.3400000000001,4,1
13856.0,3.8974358974358974,1,57,8,753.53,5,1
13857.0,1.3577981651376148,1,15,4,875.71,0,0
13859.0,123.0,0,123,1,314.7,0,1
13861.0,5.05,1,23,2,273.26,2,1
13863.0,2.5918367346938775,1,59,3,933.77,2,1
13869.0,46.0,0,46,5,3909.21,0,0
13870.0,2.135135135135135,1,24,6,2589.94,0,0
13871.0,4.446153846153846,1,22,4,1482.6,5,1
13872.0,3.5357142857142856,1,121,3,919.57,4,1
13873.0,8.11111111111111,1,18,4,527.67,0,0
13874.0,3.32,1,98,6,1508.7,4,1
13875.0,1.8027210884353742,1,50,8,2726.28,0,0
13877.0,11.526315789473685,1,64,2,332.44,2,1
13878.0,141.0,0,141,3,1191.53,0,1
13879.0,239.0,0,239,1,395.5,0,1
13880.0,2.6666666666666665,1,2,4,1074.09,0,0
13881.0,11.0,0,11,20,26718.3,8,0
13883.0,1.8098159509202454,1,26,9,3696.84,6,0
13884.0,64.0,0,64,1,254.4,1,0
13888.0,88.0,0,88,4,1042.37,0,0
13889.0,3.8548387096774195,1,39,4,1439.33,7,0
13890.0,3.511627906976744,1,175,3,730.2900000000001,6,0
13891.0,1.7578947368421052,1,8,2,764.31,0,0
13892.0,12.125,1,71,2,634.68,0,1
13895.0,3.283582089552239,1,109,2,1415.45,1,1
13896.0,219.0,0,219,1,388.55,0,1
13897.0,5.804878048780488,1,32,2,849.56,0,1
13898.0,5.0,0,5,1,530.47,0,1
13900.0,3.1578947368421053,1,98,2,582.92,0,0
13901.0,1.5244755244755244,1,78,9,2516.2799999999997,8,0
13902.0,1.4516129032258065,1,226,5,34095.26,4,1
13905.0,326.0,0,326,1,312.65,3,1
13906.0,3.0,0,3,1,42.0,0,1
13907.0,285.0,0,285,1,136.8,0,1
13909.0,2.5789473684210527,1,17,2,286.6,0,1
13911.0,2.2266666666666666,1,70,10,1388.49,4,0
13912.0,17.0,0,17,1,124.95,0,1
13913.0,100.0,0,100,1,42.22,0,1
13916.0,2.8904109589041096,1,57,4,1275.81,1,1
13919.0,2.4166666666666665,1,18,2,975.87,0,1
13920.0,1.5176470588235293,1,25,4,1774.68,2,1
13921.0,9.548387096774194,1,17,3,543.6,0,0
13922.0,1.3636363636363635,1,31,2,692.95,3,1
13927.0,31.0,0,31,1,359.27,3,1
13929.0,5.872340425531915,1,10,9,2651.45,2,1
13931.0,1.606060606060606,1,10,7,3720.57,0,0
13935.0,190.0,0,190,3,6116.92,0,1
13936.0,8.0,0,8,1,408.18,0,0
13939.0,2.8125,1,25,4,992.41,2,1
13941.0,6.822222222222222,1,5,9,4513.42,0,0
13942.0,128.0,0,128,1,320.0,0,1
13943.0,171.0,0,171,1,246.54,0,1
13944.0,247.0,0,247,1,200.43,0,1
13945.0,73.0,0,73,1,515.65,0,0
13946.0,3.3333333333333335,1,228,2,760.95,1,0
13948.0,16.2,1,5,3,446.76,1,1
13952.0,1.2844444444444445,1,23,11,8691.65,1,0
13953.0,79.25,1,3,5,3125.0,0,1
13957.0,9.23076923076923,1,11,3,458.25,0,1
13958.0,1.201086956521739,1,105,7,3943.51,13,0
13959.0,1.5636363636363637,1,18,2,341.3,0,0
13962.0,29.0,0,29,1,193.25,0,1
13963.0,1.90625,1,3,11,1642.67,4,0
13964.0,24.0,0,24,1,305.65,1,0
13965.0,9.826086956521738,1,70,3,996.61,4,1
13966.0,29.0,0,29,1,390.86,0,1
13968.0,17.0,0,17,1,123.66,0,1
13969.0,3.0,0,3,15,3128.09,2,0
13970.0,31.0,0,31,1,288.55,0,0
13971.0,2.447619047619048,1,17,6,1909.31,1,1
13974.0,176.0,0,176,1,264.13,2,1
13975.0,10.0,0,10,4,2318.83,1,0
13976.0,3.577777777777778,1,100,3,834.38,0,1
13977.0,5.0,0,5,1,519.8100000000001,0,1
13979.0,170.0,0,170,4,1302.1100000000001,5,0
13980.0,4.056603773584905,1,33,4,599.78,4,1
13981.0,9.0,0,9,1,331.14,0,0
13982.0,1.576271186440678,1,93,5,2145.18,8,0
13983.0,1.276190476190476,1,53,8,3731.39,12,0
13984.0,4.5576923076923075,1,87,5,640.93,0,0
13985.0,2.51,1,9,5,2106.08,1,0
13988.0,219.0,0,219,1,310.2,0,0
13989.0,2.25,1,58,3,759.98,0,1
13992.0,57.0,0,57,1,75.9,0,0
13993.0,2.706422018348624,1,33,7,2542.35,0,0
13995.0,2.4958677685950414,1,9,8,2121.02,7,0
13997.0,113.0,0,113,3,382.31,0,1
13998.0,4.3,1,40,3,566.7,0,1
13999.0,1.3464912280701755,1,14,15,4963.65,5,0
14000.0,9.757575757575758,1,8,4,1410.68,2,1
14001.0,1.42,1,14,5,1749.17,0,0
14003.0,326.0,0,326,1,209.41,0,1
14004.0,29.0,0,29,2,841.15,0,0
14006.0,2.6739130434782608,1,122,4,1234.48,0,1
14007.0,106.0,0,106,1,79.48,0,1
14008.0,26.0,0,26,1,509.04,0,0
14009.0,56.0,0,56,1,404.3,0,1
14010.0,159.0,0,159,2,445.15,4,1
14011.0,4.096774193548387,1,74,2,457.82,1,1
14013.0,217.0,0,217,1,174.2,4,0
14014.0,170.0,0,170,1,276.65999999999997,0,0
14016.0,68.0,0,68,6,6020.22,1,0
14017.0,165.0,0,165,1,229.75,0,1
14018.0,239.0,0,239,1,367.15000000000003,0,1
14020.0,1.625,1,70,2,606.21,4,1
14021.0,2.725806451612903,1,16,3,1002.51,0,0
14022.0,80.0,0,80,1,352.15000000000003,0,1
14025.0,1.1717171717171717,1,58,8,4057.9,2,1
14026.0,3.142857142857143,1,64,2,713.11,0,1
14028.0,144.0,0,144,3,10396.5,4,1
14030.0,10.0,0,10,9,4284.1,4,0
14031.0,9.0,0,9,23,20565.66,14,0
14032.0,4.17741935483871,1,59,4,1224.75,2,0
14033.0,149.0,0,149,1,109.44,0,1
14035.0,2.4166666666666665,1,0,4,1428.7,3,1
14037.0,2.9647058823529413,1,72,4,689.75,1,1
14038.0,267.0,0,267,1,704.5500000000001,3,0
14039.0,169.0,0,169,1,115.08000000000001,0,1
